@relation arff_backlog-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates

@attribute procmem_read numeric
@attribute winhooks_used numeric
@attribute services_opened numeric
@attribute regkeys_read numeric
@attribute network_connections numeric
@attribute memory_modified numeric
@attribute regkeys_created numeric
@attribute processes_exited numeric
@attribute files_deleted numeric
@attribute regkeys_deleted numeric
@attribute threads numeric
@attribute directories_created numeric
@attribute mutexes_created numeric
@attribute regkeys_opened numeric
@attribute files_created numeric
@attribute services_modified numeric
@attribute files_opened numeric
@attribute files_copied numeric
@attribute processes_created numeric
@attribute directories_searched numeric
@attribute files_written numeric
@attribute mutexes_opened numeric
@attribute regkeys_closed numeric
@attribute libraries_loaded numeric
@attribute files_moved numeric
@attribute debugger_check numeric
@attribute regkeys_written numeric
@attribute services_created numeric
@attribute services_started numeric
@attribute system_modified numeric
@attribute files_executed numeric
@attribute files_read numeric
@attribute processes_modified numeric
@attribute directories_deleted numeric
@attribute files_modified numeric
@attribute procmem_written numeric
@attribute dlls_loaded numeric
@attribute class {emf_good,emf_bad,jpg_good,jpg_bad,gif_good,gif_bad,doc_good,doc_bad,docx_good,docx_bad,WMF_good,WMF_bad,bmp_good,bmp_bad,pptx_good,pptx_bad,png_good,png_bad,xls_good,xls_bad,xlsx_good,xlsx_bad,pdf_good,pdf_bad,exe_good,exe_bad,zip_good,zip_bad,rtf_good,rtf_bad,ppt_good,ppt_bad,xml_good,xml_bad,xhtml_good,xhtml_bad,tif_good,tif_bad,elf_good,elf_bad,sh_good,sh_bad,other_good,other_bad}

@data
0,0,0,1952,0,28,10,0,0,0,3,0,8,1683,15,0,1,0,0,5,0,3,817,44,1,1,5,0,0,0,0,4,55,0,0,0,41,pptx_good
29,0,0,292,0,67,50,0,0,1,12,21,2,58,110,0,6,0,1,1272,0,2,56,121,0,1,3,0,0,0,0,3,2,0,3,65,28,pdf_good
0,17,2,7113,21,407,81,0,1,16,17,6,34,3789,192,2,34,0,0,172,350,13,1653,191,1,44,21,0,2,0,0,253,300,0,23,0,180,doc_good
0,0,0,3277,0,129,1,1,0,0,4,1,0,63,79,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,95,4,0,6,0,35,jpg_good
0,0,0,3412,0,103,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,36,0,1,0,0,0,0,0,90,72,0,4,0,46,gif_good
0,13,2,8997,21,321,87,0,1,16,16,6,33,5424,177,2,33,0,0,236,5,13,2251,234,1,28,30,0,2,0,0,236,247,0,14,0,183,doc_good
0,0,0,3415,0,104,0,1,0,0,7,1,0,52,67,0,29,0,2,118,0,2,6,40,0,1,0,0,0,0,0,91,73,0,4,0,45,gif_good
0,0,0,3280,0,129,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,jpg_good
0,0,0,3273,0,129,1,1,0,0,5,1,0,63,85,0,43,0,1,122,0,0,1,69,0,1,0,0,0,0,0,101,4,0,6,0,35,tif_good
0,0,0,3280,0,129,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,0,0,3343,0,92,4,1,0,0,4,1,0,46,64,0,29,0,2,118,0,0,2,35,0,1,0,0,0,0,0,89,3,0,4,0,26,gif_good
0,15,2,9261,29,365,97,0,1,16,19,6,33,5694,191,2,31,0,0,300,5,11,2384,268,1,44,34,0,2,0,0,237,243,0,15,0,188,doc_good
0,0,0,3349,0,94,4,0,0,0,4,1,0,46,63,0,30,0,2,118,0,0,2,37,0,1,0,0,0,0,0,88,3,0,4,0,27,gif_good
0,15,1,8077,29,363,91,0,1,21,16,6,33,4676,198,1,31,0,0,246,6,13,2342,234,1,50,41,0,1,0,0,242,286,0,16,0,185,doc_good
0,11,0,7077,21,298,48,0,1,16,13,6,32,3567,175,0,31,0,0,163,6,11,1493,150,1,11,21,0,0,0,0,228,191,0,14,0,178,doc_good
0,0,0,3421,0,105,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,35,0,1,0,0,0,0,0,90,72,0,4,0,45,gif_good
0,0,0,3280,0,125,1,1,0,0,4,1,0,63,85,0,44,0,1,122,0,0,1,69,0,1,0,0,0,0,0,101,4,0,6,0,35,png_good
29,0,0,304,0,68,47,0,0,2,13,21,2,62,150,0,6,0,1,2121,0,2,58,126,0,1,3,0,0,0,0,3,5,0,3,65,28,pdf_good
0,12,3,9447,36,533,104,0,27,19,25,15,35,6750,258,3,33,0,0,252,48,17,2832,265,1,17,50,0,0,0,0,598,223,0,33,0,231,docx_good
29,0,3,812,31,94,67,0,0,6,19,30,2,239,175,3,10,0,1,2372,0,9,191,132,0,1,24,0,0,0,0,8,5,0,11,65,61,pdf_good
0,13,2,8858,27,304,90,0,1,16,16,6,33,5509,188,2,30,0,0,236,6,13,2288,248,1,20,30,0,2,0,0,232,254,0,17,0,183,doc_good
0,19,1,8054,27,376,92,0,1,16,17,6,33,4350,189,1,31,0,0,238,7,13,1974,247,1,43,34,0,1,0,0,232,285,0,18,0,185,doc_good
0,17,1,8939,27,385,101,0,1,16,19,6,36,5322,199,1,33,0,0,236,7,33,2039,254,1,43,35,0,1,0,0,251,2618,0,18,0,193,doc_good
0,0,0,3270,0,100,0,0,0,0,4,1,0,45,63,0,28,0,2,118,0,0,2,37,0,1,0,0,0,0,0,88,2,0,4,0,26,WMF_good
0,7,1,8825,32,292,62,0,0,15,16,5,33,5095,155,1,29,0,1,143,2,8,1540,198,1,13,23,0,0,0,0,3057,195,0,9,0,195,pptx_good
0,0,0,3412,0,106,0,1,0,0,8,1,0,52,65,0,30,0,2,118,0,2,6,36,0,1,0,0,0,0,0,89,73,0,4,0,45,gif_good
0,15,2,8522,29,329,97,0,1,16,21,6,33,4941,193,2,30,0,0,303,5,13,2413,256,1,39,34,0,2,0,0,237,276,0,15,0,186,doc_good
0,8,3,9289,34,434,79,0,25,18,23,14,41,6166,222,3,37,0,0,155,43,19,2035,222,1,19,44,0,0,0,0,3492,300,0,23,0,243,pptx_good
0,0,0,3289,0,128,1,1,0,0,4,1,0,63,83,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,png_good
0,0,0,3277,0,127,1,1,0,0,4,1,0,63,79,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,95,4,0,6,0,35,jpg_good
0,0,0,3273,0,129,1,1,0,0,4,1,0,63,83,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,tif_good
0,0,0,3340,0,91,4,1,0,0,4,1,0,46,61,0,28,0,2,118,0,0,2,34,0,1,0,0,0,0,0,86,3,0,4,0,26,gif_good
0,14,0,8520,29,475,85,0,2,16,16,6,33,5422,205,0,30,0,0,247,7,10,2654,241,1,21,30,0,0,0,0,516,202,0,19,0,197,docx_good
0,23,1,9924,35,444,101,0,1,16,21,9,36,5854,219,1,33,0,0,365,6,11,2449,274,1,49,36,0,1,0,0,253,246,0,20,0,200,doc_good
0,8,4,9300,35,371,79,0,25,18,30,14,42,6192,222,4,33,0,0,155,45,19,2055,264,1,19,44,0,0,0,0,2360,278,0,23,0,250,pptx_good
0,3,0,5026,11,208,17,0,50,13,14,6,32,3684,325,0,16,0,0,48,130,7,1269,122,1,2,14,0,0,0,0,1115,111,0,104,0,159,docx_good
0,23,1,8343,29,433,98,0,1,16,19,6,36,4873,189,1,31,0,1,300,5,13,2391,258,1,35,34,0,1,0,0,234,288,0,15,0,201,doc_good
0,7,2,8148,27,414,69,0,1,15,17,5,31,4573,172,2,31,0,0,143,3,12,1534,189,1,68,23,0,2,0,0,2292,221,0,9,0,182,pptx_good
0,13,1,9226,27,368,100,0,1,16,21,6,35,5792,182,1,33,0,0,364,5,31,2418,258,1,36,35,0,1,0,0,228,1322,0,15,0,190,doc_good
0,7,1,8388,31,535,65,0,0,15,19,5,31,4937,192,1,29,0,0,143,2,12,1602,190,1,132,23,0,1,0,0,4167,256,0,9,0,184,pptx_good
0,13,2,8408,27,304,87,0,1,16,16,6,32,4754,187,2,33,0,0,240,7,13,2321,246,1,28,30,0,2,0,0,230,258,0,17,0,181,doc_good
0,7,0,8175,29,260,63,0,0,15,15,5,30,4380,150,0,27,0,0,142,2,12,1674,200,1,22,24,0,0,0,0,2096,208,0,9,0,179,pptx_good
0,0,0,3286,0,129,1,1,0,0,4,1,0,63,81,0,43,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,bmp_good
0,17,2,8395,29,759,69,0,0,15,22,5,30,4843,165,2,29,0,0,143,2,12,1658,238,1,94,23,0,2,0,0,13623,238,0,13,0,187,pptx_good
0,0,0,3270,0,100,0,0,0,0,4,1,0,45,66,0,32,0,2,118,0,0,2,37,0,1,0,0,0,0,0,91,2,0,4,0,26,WMF_good
0,7,0,7517,21,241,47,0,1,16,13,6,32,4273,173,0,30,0,0,160,5,7,1438,154,1,7,21,0,0,0,0,230,170,0,13,0,176,doc_good
0,0,0,3421,0,102,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,35,0,1,0,0,0,0,0,90,72,0,4,0,45,gif_good
29,0,3,813,29,99,67,0,0,6,19,30,2,239,176,3,10,0,1,2380,0,9,191,133,0,1,24,0,0,0,0,8,5,0,11,65,61,pdf_good
29,0,0,551,5,76,48,0,0,2,12,30,2,223,163,0,10,0,1,2241,0,9,174,129,0,1,3,0,0,0,0,7,4,0,9,65,38,pdf_good
29,0,3,812,32,94,67,0,0,6,18,30,2,239,162,3,10,0,1,2218,0,9,191,132,0,1,24,0,0,0,0,8,5,0,8,65,60,pdf_good
0,11,0,8414,21,254,57,0,1,16,16,6,32,5280,164,0,30,0,0,224,5,11,2168,222,1,11,30,0,0,0,0,219,186,0,13,0,182,doc_good
29,0,0,288,0,68,47,0,0,2,12,21,2,59,117,0,6,0,1,1449,0,2,58,122,0,1,3,0,0,0,0,3,4,0,3,65,26,pdf_good
0,0,0,3277,0,128,1,1,0,0,5,1,0,63,82,0,43,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,13,2,8457,31,313,90,0,2,16,17,6,34,4827,203,2,30,0,0,239,47,11,2352,244,1,25,30,0,1,0,0,541,230,0,109,0,187,docx_good
0,13,1,8188,27,502,72,0,0,15,18,5,32,4460,153,1,33,0,0,143,2,32,1576,206,1,97,24,0,1,0,0,9630,745,0,9,0,186,pptx_good
0,17,1,8925,21,404,105,0,1,16,20,9,38,5001,205,1,35,0,0,365,9,33,2469,266,1,46,36,0,1,0,0,275,1891,0,23,0,196,doc_good
0,0,0,3273,0,125,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,tif_good
0,0,0,67,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,8,WMF_good
0,0,0,3289,0,128,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,png_good
0,0,0,3270,0,98,0,0,0,0,4,1,0,45,64,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,89,2,0,4,0,26,WMF_good
0,17,1,8011,21,394,93,0,2,16,18,6,36,4971,201,1,33,0,0,365,32,13,2455,240,1,43,35,0,1,0,0,1389,278,0,1062,0,185,docx_good
29,0,3,812,37,94,67,0,0,6,20,30,2,239,162,3,10,0,1,2221,0,9,191,132,0,1,24,0,0,0,0,8,6,0,8,65,60,pdf_good
0,7,0,6785,21,230,47,0,1,16,15,6,32,3413,172,0,31,0,0,160,5,7,1451,158,1,8,21,0,0,0,0,227,170,0,13,0,175,doc_good
0,7,0,7022,21,227,331,0,1,13,13,6,33,3474,184,0,30,0,0,164,27,7,1705,138,1,3,306,0,0,0,0,523,162,0,101,0,164,docx_good
29,0,0,292,0,68,84,0,0,1,12,21,2,73,158,0,5,0,1,1766,0,2,70,123,0,1,0,0,0,0,0,2,4,0,0,65,28,pdf_good
0,0,0,1952,0,30,10,0,0,0,3,0,8,1683,15,0,1,0,0,5,0,3,817,44,1,1,5,0,0,0,0,4,55,0,0,0,41,pptx_good
0,27,1,8990,27,499,103,0,1,16,20,6,35,5124,223,1,34,0,0,369,484,13,2493,253,1,66,35,0,1,0,0,272,314,0,36,0,188,doc_good
0,15,2,7074,29,386,77,0,1,16,18,6,36,3623,209,2,34,0,0,176,24,11,1535,187,1,40,21,0,2,0,0,269,245,0,18,0,185,doc_good
0,7,1,8142,29,543,64,0,0,15,18,5,30,4938,176,1,33,0,0,143,2,12,1510,180,1,115,23,0,1,0,0,5485,331,0,9,0,184,pptx_good
0,0,0,3280,0,131,1,1,0,0,4,1,0,63,81,0,39,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,jpg_good
0,0,0,3273,0,129,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,tif_good
29,0,0,304,0,67,87,0,0,2,11,21,2,74,185,0,6,0,1,2466,0,2,74,126,0,1,3,0,0,0,0,3,2,0,0,65,28,pdf_good
0,11,0,7459,21,270,47,0,2,16,15,6,32,3632,182,0,28,0,0,160,175,10,1489,155,1,11,20,0,0,0,0,573,183,0,384,0,180,docx_good
0,23,1,9313,29,355,101,0,1,21,17,6,34,5683,197,1,31,0,0,246,6,32,2418,243,1,35,41,0,1,0,0,243,618,0,16,0,191,doc_good
0,11,1,8412,29,338,88,0,1,16,16,6,34,4739,196,1,30,0,0,239,6,13,2306,227,1,25,30,0,1,0,0,240,263,0,16,0,186,doc_good
0,13,2,8412,29,330,90,0,1,16,20,6,33,4767,196,2,30,0,0,239,6,13,2322,254,1,40,30,0,2,0,0,239,239,0,16,0,183,doc_good
0,0,0,3280,0,130,1,1,0,0,4,1,0,63,81,0,39,0,1,122,0,0,1,69,0,1,0,0,0,0,0,97,4,0,6,0,35,png_good
0,13,2,7856,29,296,87,0,2,16,17,6,33,4570,196,2,33,0,0,236,17,13,2262,230,1,25,30,0,2,0,0,413,238,0,73,0,180,docx_good
0,0,0,3412,0,106,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,36,0,1,0,0,0,0,0,90,73,0,4,0,46,gif_good
0,17,1,7863,21,452,88,0,1,16,18,6,33,4683,208,1,31,0,0,240,706,13,2308,230,1,39,30,0,1,0,0,262,281,0,26,0,178,doc_good
0,7,2,8207,29,714,69,0,0,15,15,8,30,5048,190,2,29,0,0,152,2,12,1537,199,1,174,23,0,1,0,0,11281,264,0,9,0,183,pptx_good
0,3,0,6149,11,370,16,0,156,13,13,6,30,5374,780,0,14,0,0,44,310,5,1728,117,1,2,13,0,0,0,0,2742,107,0,196,0,156,docx_good
0,3,0,7411,19,156,47,0,0,13,12,5,25,3916,135,0,31,0,0,135,2,8,1363,146,1,5,22,0,0,0,0,7254,110,0,8,0,158,pptx_good
29,0,0,304,0,68,47,0,0,2,12,21,2,62,149,0,6,0,1,2036,0,2,58,127,0,1,3,0,0,0,0,3,4,0,3,65,28,pdf_good
0,3,0,7412,21,147,47,0,0,13,13,5,25,4010,135,0,30,0,0,136,2,8,1396,144,1,5,22,0,0,0,0,2322,110,0,8,0,157,pptx_good
0,11,1,8023,31,330,76,0,1,16,17,6,34,4423,187,1,30,0,0,172,14,11,1528,176,1,35,21,0,1,0,0,228,209,0,15,0,183,doc_good
0,0,0,3279,0,128,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,tif_good
0,3,0,7100,21,150,47,0,0,13,14,5,25,3983,136,0,26,0,0,135,2,8,1391,146,1,5,22,0,0,0,0,1996,110,0,8,0,158,pptx_good
0,11,1,7888,22,357,79,0,2,16,16,6,33,4926,177,1,30,0,0,228,7,10,2395,214,1,19,29,0,0,0,0,505,190,0,18,0,183,docx_good
0,17,1,7794,27,462,94,0,1,16,19,6,36,4588,203,1,31,0,0,172,6,13,2253,235,1,60,29,0,1,0,0,244,290,0,15,0,181,doc_good
0,0,0,3340,0,94,4,0,0,0,5,1,0,46,62,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,87,3,0,4,0,27,gif_good
0,18,3,8742,34,350,95,0,25,19,25,15,44,5764,247,3,39,0,0,184,140,18,2130,217,1,15,42,0,0,0,0,695,219,0,232,0,246,docx_good
0,35,1,8878,29,370,89,0,1,16,14,6,33,5202,189,1,30,0,0,236,7,13,1968,243,1,57,34,0,1,0,0,233,315,0,18,0,188,doc_good
0,0,0,3280,0,131,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,bmp_good
0,17,0,8144,29,385,89,0,2,16,14,6,34,5092,198,0,30,0,0,240,7,11,2531,221,1,28,31,0,0,0,0,513,199,0,19,0,186,docx_good
0,13,2,8233,29,341,89,0,1,21,16,6,36,4628,186,2,31,0,0,182,6,11,1657,190,1,35,32,0,2,0,0,229,250,0,17,0,189,doc_good
0,0,0,3276,0,102,0,0,0,0,4,1,0,45,62,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,87,2,0,4,0,26,WMF_good
0,3,0,6934,19,138,47,0,0,13,13,5,25,3764,134,0,31,0,0,135,2,8,1296,146,1,5,22,0,0,0,0,3119,110,0,8,0,156,pptx_good
29,0,3,806,33,94,62,0,0,4,18,30,2,239,162,3,10,0,1,2218,0,9,186,132,0,1,21,0,0,0,0,8,7,0,8,65,60,pdf_good
0,13,2,8190,29,297,91,0,1,16,18,6,35,4604,192,2,31,0,1,236,6,13,2267,236,1,25,30,0,2,0,0,236,244,0,16,0,194,doc_good
0,7,0,8060,29,231,62,0,0,15,14,5,30,4241,148,0,31,0,0,142,2,12,1553,213,1,23,23,0,0,0,0,2432,216,0,9,0,181,pptx_good
0,11,0,7891,21,374,80,0,2,16,16,6,34,4928,184,0,30,0,0,228,7,11,2396,218,1,19,30,0,0,0,0,511,190,0,18,0,181,docx_good
0,17,1,8864,29,477,89,0,2,16,17,6,34,5531,221,1,30,0,0,236,578,13,2540,230,1,57,30,0,1,0,0,5202,393,0,4711,0,188,docx_good
0,23,1,9406,29,737,101,0,1,16,21,9,36,5867,209,1,35,0,0,366,7,13,2454,268,1,38,36,0,1,0,0,775,300,0,22,0,196,docx_good
29,0,3,812,31,94,67,0,0,6,19,30,2,239,168,3,10,0,1,2279,0,9,191,133,0,1,24,0,0,0,0,8,5,0,11,65,60,pdf_good
0,7,0,3873,19,178,37,0,0,13,13,6,32,3173,116,0,16,0,0,44,6,7,1320,137,1,3,15,0,0,0,0,165,161,0,12,0,158,doc_good
0,0,0,3412,0,105,0,1,0,0,7,1,0,52,67,0,32,0,2,118,0,2,6,36,0,1,0,0,0,0,0,91,73,0,4,0,45,gif_good
0,0,0,3279,0,130,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,tif_good
29,0,3,812,32,94,67,0,0,6,19,30,2,239,176,3,10,0,1,2383,0,9,191,133,0,1,24,0,0,0,0,8,6,0,11,65,60,pdf_good
0,7,2,8036,22,785,65,0,0,15,15,5,30,4618,163,2,32,0,0,143,2,12,1513,177,1,90,23,0,1,0,0,4113,410,0,8,0,184,pptx_good
0,0,0,3412,0,104,0,1,0,0,7,1,0,52,65,0,30,0,2,118,0,2,6,35,0,1,0,0,0,0,0,89,72,0,4,0,45,gif_good
29,0,0,551,5,76,48,0,0,2,13,30,2,223,157,0,10,0,1,2194,0,9,174,127,0,1,3,0,0,0,0,7,4,0,9,65,38,pdf_good
0,11,2,8316,29,278,87,0,2,16,18,6,33,4578,189,2,34,0,0,236,25,13,2247,234,1,23,30,0,1,0,0,537,234,0,160,0,183,docx_good
0,15,0,8099,29,368,88,0,2,16,15,6,33,5086,200,0,32,0,0,240,7,10,2530,225,1,25,30,0,0,0,0,540,201,0,19,0,184,docx_good
0,15,1,9248,29,419,96,0,2,16,16,6,35,5611,208,1,33,0,0,236,84,11,2354,242,1,65,31,0,1,0,0,1171,266,0,894,0,187,docx_good
0,3,0,9130,29,257,73,0,0,15,13,9,30,5442,154,0,32,0,0,155,2,8,2771,203,1,18,34,0,0,0,0,1040,177,0,9,0,175,pptx_good
29,0,0,554,6,76,49,0,0,2,13,30,2,224,165,0,10,0,1,2262,0,9,175,129,0,1,3,0,0,0,0,7,4,0,9,65,38,pdf_good
0,0,0,3273,0,128,1,1,0,0,4,1,0,63,83,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,tif_good
0,17,1,9693,29,397,97,0,1,16,19,9,35,5807,208,1,33,0,0,365,6,13,2417,266,1,45,36,0,1,0,0,257,276,0,20,0,194,doc_good
0,0,0,3280,0,130,1,1,0,0,4,1,0,63,82,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,png_good
0,19,1,8229,29,521,93,0,1,16,19,6,39,4645,288,1,32,0,1,236,20,33,2288,245,1,39,31,0,1,0,0,364,1220,0,16,0,202,doc_good
29,0,0,288,0,68,47,0,0,2,13,21,2,61,114,0,6,0,1,1532,0,2,58,121,0,1,3,0,0,0,0,3,4,0,3,65,26,pdf_good
0,15,2,8894,31,345,97,0,1,16,21,6,33,4818,187,2,30,0,0,303,5,11,2374,257,1,42,34,0,2,0,0,232,257,0,15,0,187,doc_good
29,0,3,812,32,98,91,0,0,6,19,30,2,245,196,3,10,0,1,2626,0,9,207,132,0,1,24,0,0,0,0,8,6,0,11,65,61,pdf_good
0,17,1,8430,29,390,97,0,1,16,18,6,38,4745,201,1,32,0,1,236,7,33,2347,244,1,55,31,0,1,0,0,248,1042,0,18,0,201,doc_good
0,7,0,8367,37,370,68,0,0,15,15,5,30,4409,164,0,32,0,0,143,2,12,1615,220,1,38,28,0,0,0,0,2495,260,0,10,0,184,pptx_good
0,0,0,3277,0,123,1,1,0,0,4,1,0,63,80,0,41,0,1,122,0,0,1,69,0,1,0,0,0,0,0,96,4,0,6,0,35,png_good
0,17,2,8325,27,713,69,0,0,15,16,8,30,4842,164,2,32,0,0,152,2,12,1660,210,1,87,23,0,2,0,0,7711,294,0,9,0,182,pptx_good
0,13,1,8561,27,374,104,0,1,16,21,9,36,5000,200,1,34,0,0,365,6,31,2468,265,1,37,36,0,1,0,0,246,1444,0,19,0,193,doc_good
0,0,0,3412,0,107,0,1,0,0,8,1,0,52,65,0,30,0,2,118,0,2,6,36,0,1,0,0,0,0,0,89,73,0,4,0,45,gif_good
0,0,0,3412,0,108,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,36,0,1,0,0,0,0,0,90,72,0,4,0,45,gif_good
0,13,1,7850,31,298,88,0,1,16,17,6,33,4610,185,1,31,0,0,236,5,13,2268,234,1,29,30,0,1,0,0,230,235,0,15,0,184,doc_good
0,13,1,8406,29,364,98,0,1,16,20,9,35,4950,211,1,31,0,0,367,6,11,2427,257,1,40,35,0,1,0,0,256,226,0,19,0,190,doc_good
0,13,1,8493,21,412,110,0,1,21,20,9,36,5061,189,1,35,0,0,377,6,31,2538,265,1,52,47,0,1,0,0,249,1059,0,18,0,193,doc_good
29,0,0,292,0,68,47,0,0,2,12,21,2,62,126,0,6,0,1,1666,0,2,58,123,0,1,3,0,0,0,0,3,5,0,3,65,28,pdf_good
0,15,2,8179,30,445,72,0,0,15,20,5,32,4519,158,2,35,0,0,143,2,32,1573,197,1,61,24,0,1,0,0,1785,1338,0,9,0,192,pptx_good
0,3,1,6934,22,148,47,0,0,13,15,5,25,3764,134,1,28,0,0,135,2,8,1295,148,1,5,22,0,0,0,0,2460,111,0,8,0,162,pptx_good
0,0,0,3280,0,125,1,1,0,0,4,1,0,63,82,0,40,0,1,122,0,0,1,69,0,1,0,0,0,0,0,98,4,0,6,0,35,png_good
0,0,0,3277,0,128,1,1,0,0,4,1,0,63,83,0,45,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,jpg_good
0,12,3,9372,28,482,103,0,27,19,25,15,44,6806,246,3,37,0,0,252,48,17,2859,267,1,18,50,0,0,0,0,602,242,0,32,0,242,docx_good
0,0,0,3273,0,125,1,1,0,0,4,1,0,63,83,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,tif_good
0,0,0,3415,0,107,0,1,0,0,7,1,0,52,68,0,31,0,2,118,0,2,6,35,0,1,0,0,0,0,0,92,72,0,4,0,45,gif_good
0,7,1,8118,31,453,64,0,0,15,17,5,30,4277,159,1,30,0,0,143,2,12,1510,214,1,50,23,0,0,0,0,3731,241,0,9,0,182,pptx_good
0,0,0,3421,0,104,0,1,0,0,7,1,0,52,66,0,31,0,2,118,0,2,6,35,0,1,0,0,0,0,0,90,72,0,4,0,45,gif_good
0,0,0,3280,0,124,1,1,0,0,4,1,0,63,83,0,42,0,1,122,0,0,1,69,0,1,0,0,0,0,0,99,4,0,6,0,35,jpg_good
0,19,1,8978,29,498,103,0,1,16,20,6,36,5067,234,1,36,0,0,303,293,33,2477,257,1,49,35,0,1,0,0,285,562,0,36,0,191,doc_good
0,0,0,3267,0,99,0,0,0,0,4,1,0,45,62,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,87,2,0,4,0,26,WMF_good
0,0,0,3267,0,98,0,0,0,0,4,1,0,45,61,0,28,0,2,118,0,0,2,37,0,1,0,0,0,0,0,86,2,0,4,0,26,WMF_good
0,0,0,3343,0,94,4,0,0,0,4,1,0,46,64,0,29,0,2,118,0,0,2,37,0,1,0,0,0,0,0,89,3,0,4,0,27,gif_good
0,31,1,8039,29,356,377,0,1,16,16,6,33,4609,193,1,30,0,0,236,5,13,2558,227,1,20,317,0,1,0,0,238,262,0,15,0,181,doc_good
